Number of parties: 4
[*] Sample 6146: 7
[*] Sample 6147: NULL
[*] Sample 6148: 1
[*] Sample 6149: NULL
[*] Sample 6150: NULL
[*] Sample 6151: NULL
[*] Sample 6152: 5
[*] Sample 6153: NULL
[*] Sample 6154: NULL
[*] Sample 6155: 6
[*] Sample 6156: NULL
[*] Sample 6157: NULL
[*] Sample 6158: 6
[*] Sample 6159: NULL
[*] Sample 6160: 0
[*] Sample 6161: NULL
[*] Sample 6162: NULL
[*] Sample 6163: 2
[*] Sample 6164: NULL
[*] Sample 6165: NULL
[*] Sample 6166: 1
[*] Sample 6167: NULL
[*] Sample 6168: 1
[*] Sample 6169: NULL
[*] Sample 6170: 2
[*] Sample 6171: NULL
[*] Sample 6172: NULL
[*] Sample 6173: 4
[*] Sample 6174: 0
[*] Sample 6175: NULL
[*] Sample 6176: NULL
[*] Sample 6177: 9
[*] Sample 6178: NULL
[*] Sample 6179: 1
[*] Sample 6180: NULL
[*] Sample 6181: NULL
[*] Sample 6182: NULL
[*] Sample 6183: 7
[*] Sample 6184: 3
[*] Sample 6185: NULL
[*] Sample 6186: 2
[*] Sample 6187: NULL
[*] Sample 6188: NULL
[*] Sample 6189: 4
[*] Sample 6190: NULL
[*] Sample 6191: 1
[*] Sample 6192: 6
[*] Sample 6193: NULL
[*] Sample 6194: 2
[*] Sample 6195: NULL
[*] Sample 6196: 3
[*] Sample 6197: NULL
[*] Sample 6198: 5
[*] Sample 6199: NULL
[*] Sample 6200: NULL
[*] Sample 6201: 1
[*] Sample 6202: NULL
[*] Sample 6203: 1
[*] Sample 6204: NULL
[*] Sample 6205: NULL
[*] Sample 6206: 1
[*] Sample 6207: NULL
[*] Sample 6208: NULL
[*] Sample 6209: NULL
[*] Sample 6210: NULL
[*] Sample 6211: 2
[*] Sample 6212: NULL
[*] Sample 6213: NULL
[*] Sample 6214: 6
[*] Sample 6215: NULL
[*] Sample 6216: NULL
[*] Sample 6217: NULL
[*] Sample 6218: 9
[*] Sample 6219: NULL
[*] Sample 6220: 5
[*] Sample 6221: NULL
[*] Sample 6222: NULL
[*] Sample 6223: NULL
[*] Sample 6224: NULL
[*] Sample 6225: NULL
[*] Sample 6226: NULL
[*] Sample 6227: NULL
[*] Sample 6228: NULL
[*] Sample 6229: NULL
[*] Sample 6230: 3
[*] Sample 6231: 7
[*] Sample 6232: NULL
[*] Sample 6233: NULL
[*] Sample 6234: NULL
[*] Sample 6235: NULL
[*] Sample 6236: NULL
[*] Sample 6237: 1
[*] Sample 6238: NULL
[*] Sample 6239: 1
[*] Sample 6240: NULL
[*] Sample 6241: NULL
[*] Sample 6242: NULL
[*] Sample 6243: NULL
[*] Sample 6244: 9
[*] Sample 6245: NULL
[*] Sample 6246: 5
[*] Sample 6247: 6
[*] Sample 6248: NULL
[*] Sample 6249: NULL
[*] Sample 6250: 2
[*] Sample 6251: NULL
[*] Sample 6252: NULL
[*] Sample 6253: 1
[*] Sample 6254: 5
[*] Sample 6255: NULL
[*] Sample 6256: 6
[*] Sample 6257: 4
[*] Sample 6258: 1
[*] Sample 6259: 0
[*] Sample 6260: NULL
[*] Sample 6261: NULL
[*] Sample 6262: NULL
[*] Sample 6263: NULL
[*] Sample 6264: 7
[*] Sample 6265: NULL
[*] Sample 6266: 4
[*] Sample 6267: 6
[*] Sample 6268: 4
[*] Sample 6269: NULL
[*] Sample 6270: 5
[*] Sample 6271: 0
[*] Sample 6272: 2
[*] Sample 6273: NULL
[*] Sample 6274: NULL
[*] Sample 6275: 6
[*] Sample 6276: NULL
[*] Sample 6277: NULL
[*] Sample 6278: 6
[*] Sample 6279: 9
[*] Sample 6280: NULL
[*] Sample 6281: NULL
[*] Sample 6282: NULL
[*] Sample 6283: NULL
[*] Sample 6284: 2
[*] Sample 6285: 6
[*] Sample 6286: NULL
[*] Sample 6287: NULL
[*] Sample 6288: 4
[*] Sample 6289: NULL
[*] Sample 6290: NULL
[*] Sample 6291: NULL
[*] Sample 6292: 2
[*] Sample 6293: 8
[*] Sample 6294: 9
[*] Sample 6295: NULL
[*] Sample 6296: 0
[*] Sample 6297: NULL
[*] Sample 6298: 6
[*] Sample 6299: NULL
[*] Sample 6300: NULL
[*] Sample 6301: NULL
[*] Sample 6302: 1
[*] Sample 6303: 3
[*] Sample 6304: 2
[*] Sample 6305: NULL
[*] Sample 6306: NULL
[*] Sample 6307: NULL
[*] Sample 6308: NULL
[*] Sample 6309: 7
[*] Sample 6310: NULL
[*] Sample 6311: NULL
[*] Sample 6312: NULL
[*] Sample 6313: 1
[*] Sample 6314: NULL
[*] Sample 6315: NULL
[*] Sample 6316: NULL
[*] Sample 6317: NULL
[*] Sample 6318: NULL
[*] Sample 6319: 5
[*] Sample 6320: NULL
[*] Sample 6321: NULL
[*] Sample 6322: NULL
[*] Sample 6323: NULL
[*] Sample 6324: 5
[*] Sample 6325: 1
[*] Sample 6326: NULL
[*] Sample 6327: 5
[*] Sample 6328: NULL
[*] Sample 6329: NULL
[*] Sample 6330: NULL
[*] Sample 6331: 1
[*] Sample 6332: NULL
[*] Sample 6333: 8
[*] Sample 6334: 4
[*] Sample 6335: NULL
[*] Sample 6336: NULL
[*] Sample 6337: 1
[*] Sample 6338: 3
[*] Sample 6339: NULL
[*] Sample 6340: NULL
[*] Sample 6341: NULL
[*] Sample 6342: NULL
[*] Sample 6343: 4
[*] Sample 6344: 1
[*] Sample 6345: NULL
[*] Sample 6346: NULL
[*] Sample 6347: 2
[*] Sample 6348: 5
[*] Sample 6349: NULL
[*] Sample 6350: 1
[*] Sample 6351: 6
[*] Sample 6352: NULL
[*] Sample 6353: NULL
[*] Sample 6354: NULL
[*] Sample 6355: NULL
[*] Sample 6356: NULL
[*] Sample 6357: 9
[*] Sample 6358: 5
[*] Sample 6359: 9
[*] Sample 6360: 1
[*] Sample 6361: NULL
[*] Sample 6362: NULL
[*] Sample 6363: NULL
[*] Sample 6364: NULL
[*] Sample 6365: NULL
[*] Sample 6366: NULL
[*] Sample 6367: NULL
[*] Sample 6368: NULL
[*] Sample 6369: NULL
[*] Sample 6370: NULL
[*] Sample 6371: 9
[*] Sample 6372: 1
[*] Sample 6373: NULL
[*] Sample 6374: 1
[*] Sample 6375: NULL
[*] Sample 6376: 5
[*] Sample 6377: 5
[*] Sample 6378: NULL
[*] Sample 6379: NULL
[*] Sample 6380: 9
[*] Sample 6381: 5
[*] Sample 6382: NULL
[*] Sample 6383: NULL
[*] Sample 6384: 5
[*] Sample 6385: NULL
[*] Sample 6386: 5
[*] Sample 6387: NULL
[*] Sample 6388: NULL
[*] Sample 6389: NULL
[*] Sample 6390: 3
[*] Sample 6391: NULL
[*] Sample 6392: NULL
[*] Sample 6393: 4
[*] Sample 6394: NULL
[*] Sample 6395: NULL
[*] Sample 6396: 0
[*] Sample 6397: NULL
[*] Sample 6398: NULL
[*] Sample 6399: 6
[*] Sample 6400: NULL
[*] Sample 6401: 3
[*] Sample 6402: NULL
[*] Sample 6403: NULL
[*] Sample 6404: 1
[*] Sample 6405: NULL
[*] Sample 6406: NULL
[*] Sample 6407: 4
[*] Sample 6408: 3
[*] Sample 6409: NULL
[*] Sample 6410: 1
[*] Sample 6411: NULL
[*] Sample 6412: 3
[*] Sample 6413: NULL
[*] Sample 6414: NULL
[*] Sample 6415: NULL
[*] Sample 6416: NULL
[*] Sample 6417: NULL
[*] Sample 6418: NULL
[*] Sample 6419: NULL
[*] Sample 6420: NULL
[*] Sample 6421: NULL
[*] Sample 6422: NULL
[*] Sample 6423: NULL
[*] Sample 6424: 2
[*] Sample 6425: 0
[*] Sample 6426: NULL
[*] Sample 6427: NULL
[*] Sample 6428: NULL
[*] Sample 6429: NULL
[*] Sample 6430: 4
[*] Sample 6431: NULL
[*] Sample 6432: 6
[*] Sample 6433: 1
[*] Sample 6434: NULL
[*] Sample 6435: 7
[*] Sample 6436: NULL
[*] Sample 6437: 4
[*] Sample 6438: NULL
[*] Sample 6439: NULL
[*] Sample 6440: NULL
[*] Sample 6441: NULL
[*] Sample 6442: NULL
[*] Sample 6443: NULL
[*] Sample 6444: 6
[*] Sample 6445: NULL
[*] Sample 6446: 2
[*] Sample 6447: 9
[*] Sample 6448: NULL
[*] Sample 6449: NULL
[*] Sample 6450: 8
[*] Sample 6451: 1
[*] Sample 6452: NULL
[*] Sample 6453: NULL
[*] Sample 6454: NULL
[*] Sample 6455: 2
[*] Sample 6456: 1
[*] Sample 6457: 1
[*] Sample 6458: 2
[*] Sample 6459: 2
[*] Sample 6460: NULL
[*] Sample 6461: NULL
[*] Sample 6462: NULL
[*] Sample 6463: NULL
[*] Sample 6464: NULL
[*] Sample 6465: NULL
[*] Sample 6466: NULL
[*] Sample 6467: NULL
[*] Sample 6468: NULL
[*] Sample 6469: 2
[*] Sample 6470: 4
[*] Sample 6471: NULL
[*] Sample 6472: 1
[*] Sample 6473: 5
[*] Sample 6474: 4
[*] Sample 6475: NULL
[*] Sample 6476: NULL
[*] Sample 6477: NULL
[*] Sample 6478: 0
[*] Sample 6479: 1
[*] Sample 6480: 5
[*] Sample 6481: NULL
[*] Sample 6482: NULL
[*] Sample 6483: 8
[*] Sample 6484: NULL
[*] Sample 6485: NULL
[*] Sample 6486: NULL
[*] Sample 6487: 0
[*] Sample 6488: NULL
[*] Sample 6489: NULL
[*] Sample 6490: NULL
[*] Sample 6491: NULL
[*] Sample 6492: NULL
[*] Sample 6493: NULL
[*] Sample 6494: 1
[*] Sample 6495: NULL
[*] Sample 6496: 8
[*] Sample 6497: 4
[*] Sample 6498: NULL
[*] Sample 6499: NULL
[*] Sample 6500: 9
[*] Sample 6501: 1
[*] Sample 6502: NULL
[*] Sample 6503: NULL
[*] Sample 6504: NULL
[*] Sample 6505: 4
[*] Sample 6506: 1
[*] Sample 6507: 0
[*] Sample 6508: NULL
[*] Sample 6509: NULL
[*] Sample 6510: 1
[*] Sample 6511: 3
[*] Sample 6512: 9
[*] Sample 6513: NULL
[*] Sample 6514: NULL
[*] Sample 6515: NULL
[*] Sample 6516: NULL
[*] Sample 6517: 2
[*] Sample 6518: NULL
[*] Sample 6519: 4
[*] Sample 6520: NULL
[*] Sample 6521: 1
[*] Sample 6522: 2
[*] Sample 6523: NULL
[*] Sample 6524: 0
[*] Sample 6525: NULL
[*] Sample 6526: NULL
[*] Sample 6527: NULL
[*] Sample 6528: 2
[*] Sample 6529: NULL
[*] Sample 6530: NULL
[*] Sample 6531: NULL
[*] Sample 6532: 7
[*] Sample 6533: NULL
[*] Sample 6534: 5
[*] Sample 6535: 1
[*] Sample 6536: 1
[*] Sample 6537: NULL
[*] Sample 6538: NULL
[*] Sample 6539: NULL
[*] Sample 6540: NULL
[*] Sample 6541: NULL
[*] Sample 6542: NULL
[*] Sample 6543: NULL
[*] Sample 6544: NULL
[*] Sample 6545: 9
[*] Sample 6546: NULL
[*] Sample 6547: NULL
[*] Sample 6548: 0
[*] Sample 6549: NULL
[*] Sample 6550: NULL
[*] Sample 6551: NULL
[*] Sample 6552: 9
[*] Sample 6553: 5
[*] Sample 6554: NULL
[*] Sample 6555: NULL
[*] Sample 6556: 2
[*] Sample 6557: NULL
[*] Sample 6558: 7
[*] Sample 6559: NULL
[*] Sample 6560: 3
[*] Sample 6561: NULL
[*] Sample 6562: NULL
[*] Sample 6563: NULL
[*] Sample 6564: NULL
[*] Sample 6565: 8
[*] Sample 6566: 2
[*] Sample 6567: 3
[*] Sample 6568: NULL
[*] Sample 6569: 0
[*] Sample 6570: 1
[*] Sample 6571: 3
[*] Sample 6572: 4
[*] Sample 6573: 1
[*] Sample 6574: 4
[*] Sample 6575: 9
[*] Sample 6576: 9
[*] Sample 6577: 5
[*] Sample 6578: NULL
[*] Sample 6579: NULL
[*] Sample 6580: NULL
[*] Sample 6581: 4
[*] Sample 6582: NULL
[*] Sample 6583: NULL
[*] Sample 6584: NULL
[*] Sample 6585: NULL
[*] Sample 6586: 3
[*] Sample 6587: NULL
[*] Sample 6588: NULL
[*] Sample 6589: NULL
[*] Sample 6590: 5
[*] Sample 6591: NULL
[*] Sample 6592: 2
[*] Sample 6593: 8
[*] Sample 6594: 4
[*] Sample 6595: NULL
[*] Sample 6596: 7
[*] Sample 6597: NULL
[*] Sample 6598: 8
[*] Sample 6599: NULL
[*] Sample 6600: NULL
[*] Sample 6601: NULL
[*] Sample 6602: NULL
[*] Sample 6603: 2
[*] Sample 6604: NULL
[*] Sample 6605: NULL
[*] Sample 6606: NULL
[*] Sample 6607: NULL
[*] Sample 6608: NULL
[*] Sample 6609: NULL
[*] Sample 6610: NULL
[*] Sample 6611: NULL
[*] Sample 6612: 2
[*] Sample 6613: 5
[*] Sample 6614: 1
[*] Sample 6615: 5
[*] Sample 6616: NULL
[*] Sample 6617: NULL
[*] Sample 6618: NULL
[*] Sample 6619: NULL
[*] Sample 6620: 2
[*] Sample 6621: NULL
[*] Sample 6622: NULL
[*] Sample 6623: 2
[*] Sample 6624: 9
[*] Sample 6625: NULL
[*] Sample 6626: NULL
[*] Sample 6627: NULL
[*] Sample 6628: 9
[*] Sample 6629: 1
[*] Sample 6630: NULL
[*] Sample 6631: NULL
[*] Sample 6632: NULL
[*] Sample 6633: 2
[*] Sample 6634: NULL
[*] Sample 6635: 4
[*] Sample 6636: NULL
[*] Sample 6637: NULL
[*] Sample 6638: 2
[*] Sample 6639: NULL
[*] Sample 6640: NULL
[*] Sample 6641: NULL
[*] Sample 6642: NULL
[*] Sample 6643: 5
[*] Sample 6644: NULL
[*] Sample 6645: 6
[*] Sample 6646: 4
[*] Sample 6647: 3
[*] Sample 6648: NULL
[*] Sample 6649: 1
[*] Sample 6650: NULL
[*] Sample 6651: NULL
[*] Sample 6652: 5
[*] Sample 6653: NULL
[*] Sample 6654: 8
[*] Sample 6655: NULL
[*] Sample 6656: 9
[*] Sample 6657: 1
[*] Sample 6658: 1
[*] Sample 6659: 7
[*] Sample 6660: NULL
[*] Sample 6661: NULL
[*] Sample 6662: NULL
[*] Sample 6663: 4
[*] Sample 6664: 3
[*] Sample 6665: 8
[*] Sample 6666: NULL
[*] Sample 6667: 0
[*] Sample 6668: 1
[*] Sample 6669: 2
[*] Sample 6670: NULL
[*] Sample 6671: 3
[*] Sample 6672: NULL
[*] Sample 6673: 7
[*] Sample 6674: NULL
[*] Sample 6675: NULL
[*] Sample 6676: 4
[*] Sample 6677: NULL
[*] Sample 6678: NULL
[*] Sample 6679: 9
[*] Sample 6680: 7
[*] Sample 6681: NULL
[*] Sample 6682: 3
[*] Sample 6683: NULL
[*] Sample 6684: 1
[*] Sample 6685: NULL
[*] Sample 6686: NULL
[*] Sample 6687: NULL
[*] Sample 6688: NULL
[*] Sample 6689: NULL
[*] Sample 6690: NULL
[*] Sample 6691: 6
[*] Sample 6692: NULL
[*] Sample 6693: NULL
[*] Sample 6694: 1
[*] Sample 6695: 1
[*] Sample 6696: NULL
[*] Sample 6697: 2
[*] Sample 6698: 4
[*] Sample 6699: NULL
[*] Sample 6700: 1
[*] Sample 6701: 7
[*] Sample 6702: NULL
[*] Sample 6703: 3
[*] Sample 6704: 0
[*] Sample 6705: NULL
[*] Sample 6706: NULL
[*] Sample 6707: NULL
[*] Sample 6708: NULL
[*] Sample 6709: 2
[*] Sample 6710: NULL
[*] Sample 6711: 2
[*] Sample 6712: NULL
[*] Sample 6713: NULL
[*] Sample 6714: NULL
[*] Sample 6715: NULL
[*] Sample 6716: NULL
[*] Sample 6717: NULL
[*] Sample 6718: NULL
[*] Sample 6719: 7
[*] Sample 6720: NULL
[*] Sample 6721: NULL
[*] Sample 6722: 3
[*] Sample 6723: NULL
[*] Sample 6724: NULL
[*] Sample 6725: 2
[*] Sample 6726: 0
[*] Sample 6727: NULL
[*] Sample 6728: 7
[*] Sample 6729: 2
[*] Sample 6730: NULL
[*] Sample 6731: NULL
[*] Sample 6732: NULL
[*] Sample 6733: NULL
[*] Sample 6734: NULL
[*] Sample 6735: 5
[*] Sample 6736: NULL
[*] Sample 6737: 8
[*] Sample 6738: 5
[*] Sample 6739: NULL
[*] Sample 6740: 0
[*] Sample 6741: NULL
[*] Sample 6742: 3
[*] Sample 6743: NULL
[*] Sample 6744: 1
[*] Sample 6745: 4
[*] Sample 6746: 1
[*] Sample 6747: 2
[*] Sample 6748: NULL
[*] Sample 6749: 5
[*] Sample 6750: NULL
[*] Sample 6751: NULL
[*] Sample 6752: NULL
[*] Sample 6753: NULL
[*] Sample 6754: NULL
[*] Sample 6755: NULL
[*] Sample 6756: 3
[*] Sample 6757: 3
[*] Sample 6758: NULL
[*] Sample 6759: NULL
[*] Sample 6760: 2
[*] Sample 6761: NULL
[*] Sample 6762: NULL
[*] Sample 6763: 0
[*] Sample 6764: 1
[*] Sample 6765: 2
[*] Sample 6766: NULL
[*] Sample 6767: NULL
[*] Sample 6768: NULL
[*] Sample 6769: NULL
[*] Sample 6770: 1
[*] Sample 6771: 0
[*] Sample 6772: NULL
[*] Sample 6773: 0
[*] Sample 6774: 1
[*] Sample 6775: 9
[*] Sample 6776: NULL
[*] Sample 6777: 1
[*] Sample 6778: 8
[*] Sample 6779: 6
[*] Sample 6780: NULL
[*] Sample 6781: NULL
[*] Sample 6782: 7
[*] Sample 6783: 6
[*] Sample 6784: 5
[*] Sample 6785: 3
[*] Sample 6786: NULL
[*] Sample 6787: 6
[*] Sample 6788: 4
[*] Sample 6789: 2
[*] Sample 6790: 7
[*] Sample 6791: NULL
[*] Sample 6792: 8
[*] Sample 6793: NULL
[*] Sample 6794: 0
[*] Sample 6795: NULL
[*] Sample 6796: NULL
[*] Sample 6797: NULL
[*] Sample 6798: 3
[*] Sample 6799: 2
[*] Sample 6800: 4
[*] Sample 6801: NULL
[*] Sample 6802: 7
[*] Sample 6803: 1
[*] Sample 6804: 1
[*] Sample 6805: 4
[*] Sample 6806: NULL
[*] Sample 6807: NULL
[*] Sample 6808: NULL
[*] Sample 6809: NULL
[*] Sample 6810: 3
[*] Sample 6811: NULL
[*] Sample 6812: NULL
[*] Sample 6813: NULL
[*] Sample 6814: 4
[*] Sample 6815: NULL
[*] Sample 6816: 5
[*] Sample 6817: 1
[*] Sample 6818: NULL
[*] Sample 6819: 3
[*] Sample 6820: NULL
[*] Sample 6821: 6
[*] Sample 6822: NULL
[*] Sample 6823: NULL
[*] Sample 6824: NULL
[*] Sample 6825: 9
[*] Sample 6826: NULL
[*] Sample 6827: 7
[*] Sample 6828: NULL
[*] Sample 6829: 2
[*] Sample 6830: NULL
[*] Sample 6831: 6
[*] Sample 6832: NULL
[*] Sample 6833: NULL
[*] Sample 6834: 8
[*] Sample 6835: NULL
[*] Sample 6836: 6
[*] Sample 6837: 6
[*] Sample 6838: 9
[*] Sample 6839: 1
[*] Sample 6840: NULL
[*] Sample 6841: 1
[*] Sample 6842: NULL
[*] Sample 6843: NULL
[*] Sample 6844: 4
[*] Sample 6845: NULL
[*] Sample 6846: 5
[*] Sample 6847: NULL
[*] Sample 6848: NULL
[*] Sample 6849: NULL
[*] Sample 6850: 1
[*] Sample 6851: 9
[*] Sample 6852: 9
[*] Sample 6853: 3
[*] Sample 6854: 9
[*] Sample 6855: 1
[*] Sample 6856: NULL
[*] Sample 6857: 6
[*] Sample 6858: 3
[*] Sample 6859: NULL
[*] Sample 6860: 4
[*] Sample 6861: 5
[*] Sample 6862: 1
[*] Sample 6863: NULL
[*] Sample 6864: NULL
[*] Sample 6865: NULL
[*] Sample 6866: 2
[*] Sample 6867: 4
[*] Sample 6868: NULL
[*] Sample 6869: NULL
[*] Sample 6870: 0
[*] Sample 6871: 1
[*] Sample 6872: NULL
[*] Sample 6873: 1
[*] Sample 6874: 2
[*] Sample 6875: NULL
[*] Sample 6876: 5
[*] Sample 6877: 2
[*] Sample 6878: NULL
[*] Sample 6879: NULL
[*] Sample 6880: NULL
[*] Sample 6881: 5
[*] Sample 6882: NULL
[*] Sample 6883: NULL
[*] Sample 6884: NULL
[*] Sample 6885: NULL
[*] Sample 6886: 5
[*] Sample 6887: 0
[*] Sample 6888: 4
[*] Sample 6889: NULL
[*] Sample 6890: NULL
[*] Sample 6891: NULL
[*] Sample 6892: 6
[*] Sample 6893: 1
[*] Sample 6894: NULL
[*] Sample 6895: 1
[*] Sample 6896: 9
[*] Sample 6897: 7
[*] Sample 6898: NULL
[*] Sample 6899: 1
[*] Sample 6900: NULL
[*] Sample 6901: 3
[*] Sample 6902: NULL
[*] Sample 6903: NULL
[*] Sample 6904: 5
[*] Sample 6905: NULL
[*] Sample 6906: 1
[*] Sample 6907: NULL
[*] Sample 6908: 7
[*] Sample 6909: NULL
[*] Sample 6910: NULL
[*] Sample 6911: NULL
[*] Sample 6912: NULL
[*] Sample 6913: 5
[*] Sample 6914: 5
[*] Sample 6915: NULL
[*] Sample 6916: NULL
[*] Sample 6917: 1
[*] Sample 6918: NULL
[*] Sample 6919: NULL
[*] Sample 6920: NULL
[*] Sample 6921: NULL
[*] Sample 6922: NULL
[*] Sample 6923: 2
[*] Sample 6924: 4
[*] Sample 6925: 0
[*] Sample 6926: 4
[*] Sample 6927: NULL
[*] Sample 6928: NULL
[*] Sample 6929: 7
[*] Sample 6930: 1
[*] Sample 6931: NULL
[*] Sample 6932: 6
[*] Sample 6933: NULL
[*] Sample 6934: NULL
[*] Sample 6935: NULL
[*] Sample 6936: NULL
[*] Sample 6937: 8
[*] Sample 6938: 1
[*] Sample 6939: 4
[*] Sample 6940: 1
[*] Sample 6941: NULL
[*] Sample 6942: NULL
[*] Sample 6943: NULL
[*] Sample 6944: 1
[*] Sample 6945: NULL
[*] Sample 6946: NULL
[*] Sample 6947: NULL
[*] Sample 6948: NULL
[*] Sample 6949: NULL
[*] Sample 6950: NULL
[*] Sample 6951: NULL
[*] Sample 6952: 3
[*] Sample 6953: NULL
[*] Sample 6954: NULL
[*] Sample 6955: NULL
[*] Sample 6956: NULL
[*] Sample 6957: NULL
[*] Sample 6958: NULL
[*] Sample 6959: 6
[*] Sample 6960: NULL
[*] Sample 6961: 4
[*] Sample 6962: NULL
[*] Sample 6963: 6
[*] Sample 6964: 5
[*] Sample 6965: NULL
[*] Sample 6966: NULL
[*] Sample 6967: NULL
[*] Sample 6968: 8
[*] Sample 6969: 6
[*] Sample 6970: NULL
[*] Sample 6971: NULL
[*] Sample 6972: NULL
[*] Sample 6973: NULL
[*] Sample 6974: NULL
[*] Sample 6975: 2
[*] Sample 6976: 3
[*] Sample 6977: 2
[*] Sample 6978: 3
[*] Sample 6979: NULL
[*] Sample 6980: 7
[*] Sample 6981: NULL
[*] Sample 6982: 2
[*] Sample 6983: 2
[*] Sample 6984: 1
[*] Sample 6985: 9
[*] Sample 6986: NULL
[*] Sample 6987: 1
[*] Sample 6988: NULL
[*] Sample 6989: 4
[*] Sample 6990: NULL
[*] Sample 6991: NULL
[*] Sample 6992: 3
[*] Sample 6993: NULL
[*] Sample 6994: NULL
[*] Sample 6995: 2
[*] Sample 6996: NULL
[*] Sample 6997: NULL
[*] Sample 6998: 2
[*] Sample 6999: NULL
[*] Sample 7000: NULL
[*] Sample 7001: NULL
[*] Sample 7002: 2
[*] Sample 7003: NULL
[*] Sample 7004: NULL
[*] Sample 7005: NULL
[*] Sample 7006: NULL
[*] Sample 7007: 9
[*] Sample 7008: 2
[*] Sample 7009: NULL
[*] Sample 7010: NULL
[*] Sample 7011: NULL
[*] Sample 7012: 2
[*] Sample 7013: NULL
[*] Sample 7014: NULL
[*] Sample 7015: NULL
[*] Sample 7016: 3
[*] Sample 7017: 4
[*] Sample 7018: 6
[*] Sample 7019: 9
[*] Sample 7020: 5
[*] Sample 7021: 4
[*] Sample 7022: 1
[*] Sample 7023: NULL
[*] Sample 7024: NULL
[*] Sample 7025: 3
[*] Sample 7026: NULL
[*] Sample 7027: 2
[*] Sample 7028: NULL
[*] Sample 7029: 1
[*] Sample 7030: 0
[*] Sample 7031: NULL
[*] Sample 7032: 7
[*] Sample 7033: NULL
[*] Sample 7034: 3
[*] Sample 7035: NULL
[*] Sample 7036: NULL
[*] Sample 7037: NULL
[*] Sample 7038: 1
[*] Sample 7039: NULL
[*] Sample 7040: NULL
[*] Sample 7041: 4
[*] Sample 7042: 4
[*] Sample 7043: NULL
[*] Sample 7044: NULL
[*] Sample 7045: NULL
[*] Sample 7046: NULL
[*] Sample 7047: NULL
[*] Sample 7048: NULL
[*] Sample 7049: NULL
[*] Sample 7050: NULL
[*] Sample 7051: 2
[*] Sample 7052: 6
[*] Sample 7053: NULL
[*] Sample 7054: 4
[*] Sample 7055: 6
[*] Sample 7056: 7
[*] Sample 7057: 0
[*] Sample 7058: NULL
[*] Sample 7059: NULL
[*] Sample 7060: 6
[*] Sample 7061: NULL
[*] Sample 7062: 2
[*] Sample 7063: NULL
[*] Sample 7064: NULL
[*] Sample 7065: 1
[*] Sample 7066: 7
[*] Sample 7067: 8
[*] Sample 7068: NULL
[*] Sample 7069: NULL
[*] Sample 7070: NULL
[*] Sample 7071: NULL
[*] Sample 7072: NULL
[*] Sample 7073: NULL
[*] Sample 7074: NULL
[*] Sample 7075: NULL
[*] Sample 7076: NULL
[*] Sample 7077: 1
[*] Sample 7078: NULL
[*] Sample 7079: NULL
[*] Sample 7080: NULL
[*] Sample 7081: NULL
[*] Sample 7082: NULL
[*] Sample 7083: 2
[*] Sample 7084: 5
[*] Sample 7085: 2
[*] Sample 7086: 1
[*] Sample 7087: NULL
[*] Sample 7088: NULL
[*] Sample 7089: NULL
[*] Sample 7090: NULL
[*] Sample 7091: 9
[*] Sample 7092: 2
[*] Sample 7093: 2
[*] Sample 7094: 3
[*] Sample 7095: 0
[*] Sample 7096: 0
[*] Sample 7097: NULL
[*] Sample 7098: NULL
[*] Sample 7099: NULL
[*] Sample 7100: NULL
[*] Sample 7101: NULL
[*] Sample 7102: NULL
[*] Sample 7103: NULL
[*] Sample 7104: 3
[*] Sample 7105: NULL
[*] Sample 7106: NULL
[*] Sample 7107: NULL
[*] Sample 7108: 2
[*] Sample 7109: NULL
[*] Sample 7110: NULL
[*] Sample 7111: NULL
[*] Sample 7112: NULL
[*] Sample 7113: NULL
[*] Sample 7114: 6
[*] Sample 7115: NULL
[*] Sample 7116: NULL
[*] Sample 7117: 2
[*] Sample 7118: NULL
[*] Sample 7119: 6
[*] Sample 7120: NULL
[*] Sample 7121: 3
[*] Sample 7122: NULL
[*] Sample 7123: 8
[*] Sample 7124: NULL
[*] Sample 7125: 2
[*] Sample 7126: 6
[*] Sample 7127: NULL
[*] Sample 7128: NULL
[*] Sample 7129: NULL
[*] Sample 7130: NULL
[*] Sample 7131: NULL
[*] Sample 7132: NULL
[*] Sample 7133: NULL
[*] Sample 7134: NULL
[*] Sample 7135: NULL
[*] Sample 7136: 1
[*] Sample 7137: 8
[*] Sample 7138: NULL
[*] Sample 7139: NULL
[*] Sample 7140: NULL
[*] Sample 7141: NULL
[*] Sample 7142: NULL
[*] Sample 7143: 7
[*] Sample 7144: NULL
[*] Sample 7145: NULL
[*] Sample 7146: 1
[*] Sample 7147: 6
[*] Sample 7148: 2
[*] Sample 7149: NULL
[*] Sample 7150: NULL
[*] Sample 7151: 8
[*] Sample 7152: 2
[*] Sample 7153: 7
[*] Sample 7154: NULL
[*] Sample 7155: NULL
[*] Sample 7156: NULL
[*] Sample 7157: 2
[*] Sample 7158: 2
[*] Sample 7159: NULL
[*] Sample 7160: NULL
[*] Sample 7161: 1
[*] Sample 7162: 7
[*] Sample 7163: 2
[*] Sample 7164: 5
[*] Sample 7165: NULL
[*] Sample 7166: 7
[*] Sample 7167: NULL
[*] Sample 7168: 4
[*] Sample 7169: NULL
[*] Sample 7170: 0
[*] Sample 7171: 3
[*] Sample 7172: NULL
[*] Sample 7173: NULL
[*] Sample 7174: NULL
[*] Sample 7175: 1
