Number of parties: 4
[*] Sample 2472: NULL
[*] Sample 2473: NULL
[*] Sample 2474: 7
[*] Sample 2475: NULL
[*] Sample 2476: NULL
[*] Sample 2477: 9
[*] Sample 2478: NULL
[*] Sample 2479: 0
[*] Sample 2480: 7
[*] Sample 2481: NULL
[*] Sample 2482: 7
[*] Sample 2483: 6
[*] Sample 2484: 7
[*] Sample 2485: NULL
[*] Sample 2486: 6
[*] Sample 2487: NULL
[*] Sample 2488: 7
[*] Sample 2489: NULL
[*] Sample 2490: 7
[*] Sample 2491: 2
[*] Sample 2492: 0
[*] Sample 2493: NULL
[*] Sample 2494: NULL
[*] Sample 2495: 2
[*] Sample 2496: 2
[*] Sample 2497: NULL
[*] Sample 2498: NULL
[*] Sample 2499: NULL
[*] Sample 2500: 6
[*] Sample 2501: NULL
[*] Sample 2502: NULL
[*] Sample 2503: 2
[*] Sample 2504: 1
[*] Sample 2505: NULL
[*] Sample 2506: 0
[*] Sample 2507: NULL
[*] Sample 2508: NULL
[*] Sample 2509: NULL
[*] Sample 2510: NULL
[*] Sample 2511: 3
[*] Sample 2512: 8
[*] Sample 2513: NULL
[*] Sample 2514: NULL
[*] Sample 2515: 4
[*] Sample 2516: 9
[*] Sample 2517: 2
[*] Sample 2518: NULL
[*] Sample 2519: NULL
[*] Sample 2520: NULL
[*] Sample 2521: NULL
[*] Sample 2522: 3
[*] Sample 2523: NULL
[*] Sample 2524: 1
[*] Sample 2525: 1
[*] Sample 2526: 3
[*] Sample 2527: 0
[*] Sample 2528: NULL
[*] Sample 2529: 1
[*] Sample 2530: NULL
[*] Sample 2531: NULL
[*] Sample 2532: 6
[*] Sample 2533: NULL
[*] Sample 2534: NULL
[*] Sample 2535: 6
[*] Sample 2536: NULL
[*] Sample 2537: 4
[*] Sample 2538: NULL
[*] Sample 2539: NULL
[*] Sample 2540: NULL
[*] Sample 2541: NULL
[*] Sample 2542: 1
[*] Sample 2543: NULL
[*] Sample 2544: 7
[*] Sample 2545: 3
[*] Sample 2546: NULL
[*] Sample 2547: NULL
[*] Sample 2548: NULL
[*] Sample 2549: 3
[*] Sample 2550: NULL
[*] Sample 2551: NULL
[*] Sample 2552: NULL
[*] Sample 2553: 1
[*] Sample 2554: NULL
[*] Sample 2555: NULL
[*] Sample 2556: NULL
[*] Sample 2557: 2
[*] Sample 2558: 5
[*] Sample 2559: 7
[*] Sample 2560: NULL
[*] Sample 2561: 8
[*] Sample 2562: 7
[*] Sample 2563: NULL
[*] Sample 2564: 7
[*] Sample 2565: NULL
[*] Sample 2566: NULL
[*] Sample 2567: 7
[*] Sample 2568: 0
[*] Sample 2569: NULL
[*] Sample 2570: NULL
[*] Sample 2571: NULL
[*] Sample 2572: 3
[*] Sample 2573: NULL
[*] Sample 2574: NULL
[*] Sample 2575: NULL
[*] Sample 2576: 1
[*] Sample 2577: 7
[*] Sample 2578: NULL
[*] Sample 2579: 8
[*] Sample 2580: NULL
[*] Sample 2581: NULL
[*] Sample 2582: NULL
[*] Sample 2583: 3
[*] Sample 2584: NULL
[*] Sample 2585: 9
[*] Sample 2586: NULL
[*] Sample 2587: 3
[*] Sample 2588: 7
[*] Sample 2589: 9
[*] Sample 2590: 1
[*] Sample 2591: NULL
[*] Sample 2592: 0
[*] Sample 2593: 0
[*] Sample 2594: NULL
[*] Sample 2595: 3
[*] Sample 2596: 2
[*] Sample 2597: 3
[*] Sample 2598: NULL
[*] Sample 2599: 1
[*] Sample 2600: NULL
[*] Sample 2601: NULL
[*] Sample 2602: 2
[*] Sample 2603: 9
[*] Sample 2604: NULL
[*] Sample 2605: NULL
[*] Sample 2606: 5
[*] Sample 2607: NULL
[*] Sample 2608: NULL
[*] Sample 2609: NULL
[*] Sample 2610: 1
[*] Sample 2611: 0
[*] Sample 2612: 1
[*] Sample 2613: 4
[*] Sample 2614: 8
[*] Sample 2615: 4
[*] Sample 2616: NULL
[*] Sample 2617: 8
[*] Sample 2618: 3
[*] Sample 2619: NULL
[*] Sample 2620: 5
[*] Sample 2621: 2
[*] Sample 2622: NULL
[*] Sample 2623: 3
[*] Sample 2624: 3
[*] Sample 2625: NULL
[*] Sample 2626: 1
[*] Sample 2627: NULL
[*] Sample 2628: NULL
[*] Sample 2629: 3
[*] Sample 2630: NULL
[*] Sample 2631: 0
[*] Sample 2632: NULL
[*] Sample 2633: 6
[*] Sample 2634: NULL
[*] Sample 2635: 7
[*] Sample 2636: 3
[*] Sample 2637: NULL
[*] Sample 2638: 0
[*] Sample 2639: 9
[*] Sample 2640: 8
[*] Sample 2641: 0
[*] Sample 2642: 9
[*] Sample 2643: NULL
[*] Sample 2644: NULL
[*] Sample 2645: 4
[*] Sample 2646: 7
[*] Sample 2647: 3
[*] Sample 2648: NULL
[*] Sample 2649: NULL
[*] Sample 2650: 8
[*] Sample 2651: 6
[*] Sample 2652: NULL
[*] Sample 2653: NULL
[*] Sample 2654: NULL
[*] Sample 2655: NULL
[*] Sample 2656: NULL
[*] Sample 2657: NULL
[*] Sample 2658: 8
[*] Sample 2659: NULL
[*] Sample 2660: NULL
[*] Sample 2661: NULL
[*] Sample 2662: NULL
[*] Sample 2663: NULL
[*] Sample 2664: 2
[*] Sample 2665: NULL
[*] Sample 2666: NULL
[*] Sample 2667: NULL
[*] Sample 2668: 1
[*] Sample 2669: 2
[*] Sample 2670: NULL
[*] Sample 2671: 2
[*] Sample 2672: NULL
[*] Sample 2673: NULL
[*] Sample 2674: 1
[*] Sample 2675: NULL
[*] Sample 2676: 1
[*] Sample 2677: NULL
[*] Sample 2678: 2
[*] Sample 2679: NULL
[*] Sample 2680: 4
[*] Sample 2681: 0
[*] Sample 2682: NULL
[*] Sample 2683: NULL
[*] Sample 2684: NULL
[*] Sample 2685: NULL
[*] Sample 2686: NULL
[*] Sample 2687: 0
[*] Sample 2688: 1
[*] Sample 2689: NULL
[*] Sample 2690: NULL
[*] Sample 2691: 8
[*] Sample 2692: NULL
[*] Sample 2693: 1
[*] Sample 2694: NULL
[*] Sample 2695: NULL
[*] Sample 2696: 9
[*] Sample 2697: 5
[*] Sample 2698: NULL
[*] Sample 2699: NULL
[*] Sample 2700: 7
[*] Sample 2701: NULL
[*] Sample 2702: 5
[*] Sample 2703: 0
[*] Sample 2704: 1
[*] Sample 2705: NULL
[*] Sample 2706: NULL
[*] Sample 2707: 0
[*] Sample 2708: NULL
[*] Sample 2709: 4
[*] Sample 2710: NULL
[*] Sample 2711: 6
[*] Sample 2712: 3
[*] Sample 2713: NULL
[*] Sample 2714: 0
[*] Sample 2715: NULL
[*] Sample 2716: 3
[*] Sample 2717: NULL
[*] Sample 2718: 6
[*] Sample 2719: 1
[*] Sample 2720: 5
[*] Sample 2721: 2
[*] Sample 2722: NULL
[*] Sample 2723: 7
[*] Sample 2724: NULL
[*] Sample 2725: 2
[*] Sample 2726: 2
[*] Sample 2727: 5
[*] Sample 2728: NULL
[*] Sample 2729: NULL
[*] Sample 2730: NULL
[*] Sample 2731: 3
[*] Sample 2732: 6
[*] Sample 2733: NULL
[*] Sample 2734: 6
[*] Sample 2735: 7
[*] Sample 2736: NULL
[*] Sample 2737: NULL
[*] Sample 2738: 6
[*] Sample 2739: 8
[*] Sample 2740: 9
[*] Sample 2741: 2
[*] Sample 2742: 3
[*] Sample 2743: NULL
[*] Sample 2744: NULL
[*] Sample 2745: NULL
[*] Sample 2746: 1
[*] Sample 2747: 0
[*] Sample 2748: NULL
[*] Sample 2749: 7
[*] Sample 2750: NULL
[*] Sample 2751: 6
[*] Sample 2752: NULL
[*] Sample 2753: 9
[*] Sample 2754: NULL
[*] Sample 2755: NULL
[*] Sample 2756: 3
[*] Sample 2757: 1
[*] Sample 2758: NULL
[*] Sample 2759: 0
[*] Sample 2760: 5
[*] Sample 2761: 0
[*] Sample 2762: 6
[*] Sample 2763: 0
[*] Sample 2764: 0
[*] Sample 2765: NULL
[*] Sample 2766: NULL
[*] Sample 2767: 3
[*] Sample 2768: 5
[*] Sample 2769: NULL
[*] Sample 2770: NULL
[*] Sample 2771: NULL
[*] Sample 2772: 5
[*] Sample 2773: NULL
[*] Sample 2774: NULL
[*] Sample 2775: NULL
[*] Sample 2776: NULL
[*] Sample 2777: 0
[*] Sample 2778: NULL
[*] Sample 2779: 0
[*] Sample 2780: 6
[*] Sample 2781: NULL
[*] Sample 2782: 6
[*] Sample 2783: 8
[*] Sample 2784: 2
[*] Sample 2785: 3
[*] Sample 2786: 1
[*] Sample 2787: 2
[*] Sample 2788: NULL
[*] Sample 2789: 1
[*] Sample 2790: NULL
[*] Sample 2791: NULL
[*] Sample 2792: 9
[*] Sample 2793: NULL
[*] Sample 2794: NULL
[*] Sample 2795: 6
[*] Sample 2796: NULL
[*] Sample 2797: NULL
[*] Sample 2798: 5
[*] Sample 2799: 8
[*] Sample 2800: 8
[*] Sample 2801: NULL
[*] Sample 2802: NULL
[*] Sample 2803: NULL
[*] Sample 2804: 8
[*] Sample 2805: NULL
[*] Sample 2806: NULL
[*] Sample 2807: 3
[*] Sample 2808: NULL
[*] Sample 2809: 8
[*] Sample 2810: 5
[*] Sample 2811: NULL
[*] Sample 2812: NULL
[*] Sample 2813: 3
[*] Sample 2814: NULL
[*] Sample 2815: NULL
[*] Sample 2816: 1
[*] Sample 2817: NULL
[*] Sample 2818: NULL
[*] Sample 2819: NULL
[*] Sample 2820: 3
[*] Sample 2821: 0
[*] Sample 2822: 1
[*] Sample 2823: 4
[*] Sample 2824: NULL
[*] Sample 2825: 1
[*] Sample 2826: NULL
[*] Sample 2827: 1
[*] Sample 2828: NULL
[*] Sample 2829: NULL
[*] Sample 2830: NULL
[*] Sample 2831: 6
[*] Sample 2832: 3
[*] Sample 2833: 7
[*] Sample 2834: NULL
[*] Sample 2835: 4
[*] Sample 2836: 4
[*] Sample 2837: 7
[*] Sample 2838: NULL
[*] Sample 2839: NULL
[*] Sample 2840: 3
[*] Sample 2841: NULL
[*] Sample 2842: NULL
[*] Sample 2843: NULL
[*] Sample 2844: NULL
[*] Sample 2845: 9
[*] Sample 2846: NULL
[*] Sample 2847: 4
[*] Sample 2848: NULL
[*] Sample 2849: 0
[*] Sample 2850: 5
[*] Sample 2851: 9
[*] Sample 2852: 8
[*] Sample 2853: NULL
[*] Sample 2854: 9
[*] Sample 2855: NULL
[*] Sample 2856: NULL
[*] Sample 2857: 6
[*] Sample 2858: NULL
[*] Sample 2859: NULL
[*] Sample 2860: NULL
[*] Sample 2861: NULL
[*] Sample 2862: 8
[*] Sample 2863: 9
[*] Sample 2864: 2
[*] Sample 2865: 3
[*] Sample 2866: 6
[*] Sample 2867: NULL
[*] Sample 2868: 1
[*] Sample 2869: NULL
[*] Sample 2870: NULL
[*] Sample 2871: 9
[*] Sample 2872: 4
[*] Sample 2873: NULL
[*] Sample 2874: NULL
[*] Sample 2875: NULL
[*] Sample 2876: NULL
[*] Sample 2877: 4
[*] Sample 2878: NULL
[*] Sample 2879: NULL
[*] Sample 2880: 1
[*] Sample 2881: NULL
[*] Sample 2882: 4
[*] Sample 2883: NULL
[*] Sample 2884: 3
[*] Sample 2885: 1
[*] Sample 2886: 4
[*] Sample 2887: NULL
[*] Sample 2888: 0
[*] Sample 2889: NULL
[*] Sample 2890: NULL
[*] Sample 2891: 2
[*] Sample 2892: NULL
[*] Sample 2893: 3
[*] Sample 2894: 0
[*] Sample 2895: NULL
[*] Sample 2896: 5
[*] Sample 2897: 8
[*] Sample 2898: NULL
[*] Sample 2899: 0
[*] Sample 2900: NULL
[*] Sample 2901: NULL
[*] Sample 2902: NULL
[*] Sample 2903: NULL
[*] Sample 2904: 2
[*] Sample 2905: NULL
[*] Sample 2906: 3
[*] Sample 2907: NULL
[*] Sample 2908: NULL
[*] Sample 2909: NULL
[*] Sample 2910: 2
[*] Sample 2911: NULL
[*] Sample 2912: 1
[*] Sample 2913: NULL
[*] Sample 2914: 7
[*] Sample 2915: NULL
[*] Sample 2916: 2
[*] Sample 2917: NULL
[*] Sample 2918: 2
[*] Sample 2919: NULL
[*] Sample 2920: NULL
[*] Sample 2921: 2
[*] Sample 2922: NULL
[*] Sample 2923: 9
[*] Sample 2924: NULL
[*] Sample 2925: NULL
[*] Sample 2926: 9
[*] Sample 2927: NULL
[*] Sample 2928: NULL
[*] Sample 2929: 9
[*] Sample 2930: NULL
[*] Sample 2931: NULL
[*] Sample 2932: 0
[*] Sample 2933: 5
[*] Sample 2934: NULL
[*] Sample 2935: NULL
[*] Sample 2936: 4
[*] Sample 2937: NULL
[*] Sample 2938: 4
[*] Sample 2939: 3
[*] Sample 2940: 2
[*] Sample 2941: NULL
[*] Sample 2942: NULL
[*] Sample 2943: NULL
[*] Sample 2944: NULL
[*] Sample 2945: 4
[*] Sample 2946: NULL
[*] Sample 2947: 6
[*] Sample 2948: 5
[*] Sample 2949: 8
[*] Sample 2950: 1
[*] Sample 2951: NULL
[*] Sample 2952: NULL
[*] Sample 2953: 8
[*] Sample 2954: NULL
[*] Sample 2955: 5
[*] Sample 2956: NULL
[*] Sample 2957: 5
[*] Sample 2958: 9
[*] Sample 2959: NULL
[*] Sample 2960: NULL
[*] Sample 2961: 6
[*] Sample 2962: NULL
[*] Sample 2963: 4
[*] Sample 2964: 4
[*] Sample 2965: 1
[*] Sample 2966: 3
[*] Sample 2967: NULL
[*] Sample 2968: 7
[*] Sample 2969: 5
[*] Sample 2970: 5
[*] Sample 2971: NULL
[*] Sample 2972: 0
[*] Sample 2973: NULL
[*] Sample 2974: 1
[*] Sample 2975: NULL
[*] Sample 2976: 6
[*] Sample 2977: NULL
[*] Sample 2978: 3
[*] Sample 2979: 9
[*] Sample 2980: 6
[*] Sample 2981: NULL
[*] Sample 2982: NULL
[*] Sample 2983: 9
[*] Sample 2984: 1
[*] Sample 2985: 3
[*] Sample 2986: NULL
[*] Sample 2987: NULL
[*] Sample 2988: NULL
[*] Sample 2989: NULL
[*] Sample 2990: 9
[*] Sample 2991: NULL
[*] Sample 2992: NULL
[*] Sample 2993: NULL
[*] Sample 2994: 6
[*] Sample 2995: 9
[*] Sample 2996: 0
[*] Sample 2997: 1
[*] Sample 2998: NULL
[*] Sample 2999: 0
[*] Sample 3000: NULL
[*] Sample 3001: 9
[*] Sample 3002: NULL
[*] Sample 3003: 4
[*] Sample 3004: NULL
[*] Sample 3005: NULL
[*] Sample 3006: 9
[*] Sample 3007: NULL
[*] Sample 3008: NULL
[*] Sample 3009: NULL
[*] Sample 3010: 3
[*] Sample 3011: 7
[*] Sample 3012: 8
[*] Sample 3013: 0
[*] Sample 3014: 1
[*] Sample 3015: NULL
[*] Sample 3016: 0
[*] Sample 3017: NULL
[*] Sample 3018: NULL
[*] Sample 3019: 1
[*] Sample 3020: NULL
[*] Sample 3021: NULL
[*] Sample 3022: 5
[*] Sample 3023: NULL
[*] Sample 3024: 4
[*] Sample 3025: NULL
[*] Sample 3026: 1
[*] Sample 3027: 1
[*] Sample 3028: NULL
[*] Sample 3029: NULL
[*] Sample 3030: 8
[*] Sample 3031: 6
[*] Sample 3032: 0
[*] Sample 3033: NULL
[*] Sample 3034: NULL
[*] Sample 3035: NULL
[*] Sample 3036: 6
[*] Sample 3037: 2
[*] Sample 3038: NULL
[*] Sample 3039: 1
[*] Sample 3040: 7
[*] Sample 3041: 9
[*] Sample 3042: 4
[*] Sample 3043: 0
[*] Sample 3044: 0
[*] Sample 3045: 3
[*] Sample 3046: NULL
[*] Sample 3047: NULL
[*] Sample 3048: 2
[*] Sample 3049: NULL
[*] Sample 3050: 1
[*] Sample 3051: NULL
[*] Sample 3052: 0
[*] Sample 3053: 5
[*] Sample 3054: 7
[*] Sample 3055: 7
[*] Sample 3056: 6
[*] Sample 3057: NULL
[*] Sample 3058: NULL
[*] Sample 3059: 7
[*] Sample 3060: NULL
[*] Sample 3061: NULL
[*] Sample 3062: 5
[*] Sample 3063: 6
[*] Sample 3064: NULL
[*] Sample 3065: NULL
[*] Sample 3066: 9
[*] Sample 3067: 6
[*] Sample 3068: NULL
[*] Sample 3069: 6
[*] Sample 3070: 1
[*] Sample 3071: NULL
[*] Sample 3072: 8
[*] Sample 3073: NULL
[*] Sample 3074: NULL
[*] Sample 3075: NULL
[*] Sample 3076: 6
[*] Sample 3077: NULL
[*] Sample 3078: 3
[*] Sample 3079: NULL
[*] Sample 3080: 3
[*] Sample 3081: NULL
[*] Sample 3082: 3
[*] Sample 3083: 3
[*] Sample 3084: NULL
[*] Sample 3085: 3
[*] Sample 3086: NULL
[*] Sample 3087: NULL
[*] Sample 3088: 6
[*] Sample 3089: 2
[*] Sample 3090: NULL
[*] Sample 3091: 8
[*] Sample 3092: 1
[*] Sample 3093: NULL
[*] Sample 3094: 3
[*] Sample 3095: NULL
[*] Sample 3096: NULL
[*] Sample 3097: 1
[*] Sample 3098: NULL
[*] Sample 3099: 1
[*] Sample 3100: 4
[*] Sample 3101: NULL
[*] Sample 3102: NULL
[*] Sample 3103: 7
[*] Sample 3104: NULL
[*] Sample 3105: 2
[*] Sample 3106: 2
[*] Sample 3107: NULL
[*] Sample 3108: 3
[*] Sample 3109: 7
[*] Sample 3110: 9
[*] Sample 3111: 2
[*] Sample 3112: 8
[*] Sample 3113: NULL
[*] Sample 3114: 6
[*] Sample 3115: NULL
[*] Sample 3116: NULL
[*] Sample 3117: NULL
[*] Sample 3118: NULL
[*] Sample 3119: NULL
[*] Sample 3120: 3
[*] Sample 3121: NULL
[*] Sample 3122: NULL
[*] Sample 3123: NULL
[*] Sample 3124: 1
[*] Sample 3125: 7
[*] Sample 3126: NULL
[*] Sample 3127: 6
[*] Sample 3128: NULL
[*] Sample 3129: NULL
[*] Sample 3130: NULL
[*] Sample 3131: 3
[*] Sample 3132: 2
[*] Sample 3133: 4
[*] Sample 3134: 2
[*] Sample 3135: NULL
[*] Sample 3136: NULL
[*] Sample 3137: 4
[*] Sample 3138: 3
[*] Sample 3139: NULL
[*] Sample 3140: NULL
[*] Sample 3141: 6
[*] Sample 3142: 2
[*] Sample 3143: 0
[*] Sample 3144: 6
[*] Sample 3145: NULL
[*] Sample 3146: 9
[*] Sample 3147: 9
[*] Sample 3148: 1
[*] Sample 3149: 9
[*] Sample 3150: 4
[*] Sample 3151: 1
[*] Sample 3152: NULL
[*] Sample 3153: NULL
[*] Sample 3154: 9
[*] Sample 3155: 1
[*] Sample 3156: 6
[*] Sample 3157: 5
[*] Sample 3158: NULL
[*] Sample 3159: NULL
[*] Sample 3160: NULL
[*] Sample 3161: 7
[*] Sample 3162: NULL
[*] Sample 3163: 8
[*] Sample 3164: 6
[*] Sample 3165: 9
[*] Sample 3166: NULL
[*] Sample 3167: 1
[*] Sample 3168: 9
[*] Sample 3169: 4
[*] Sample 3170: 0
[*] Sample 3171: NULL
[*] Sample 3172: 9
[*] Sample 3173: 6
[*] Sample 3174: 4
[*] Sample 3175: NULL
[*] Sample 3176: 3
[*] Sample 3177: 3
[*] Sample 3178: 0
[*] Sample 3179: 0
[*] Sample 3180: NULL
[*] Sample 3181: NULL
[*] Sample 3182: NULL
[*] Sample 3183: NULL
[*] Sample 3184: 7
[*] Sample 3185: NULL
[*] Sample 3186: NULL
[*] Sample 3187: 6
[*] Sample 3188: 4
[*] Sample 3189: NULL
[*] Sample 3190: NULL
[*] Sample 3191: NULL
[*] Sample 3192: 7
[*] Sample 3193: NULL
[*] Sample 3194: NULL
[*] Sample 3195: NULL
[*] Sample 3196: 1
[*] Sample 3197: 8
[*] Sample 3198: 8
[*] Sample 3199: 5
[*] Sample 3200: NULL
[*] Sample 3201: NULL
[*] Sample 3202: 7
[*] Sample 3203: 1
[*] Sample 3204: 8
[*] Sample 3205: 8
[*] Sample 3206: 3
[*] Sample 3207: 2
[*] Sample 3208: NULL
[*] Sample 3209: 6
[*] Sample 3210: NULL
[*] Sample 3211: 1
[*] Sample 3212: 2
[*] Sample 3213: 7
[*] Sample 3214: 1
[*] Sample 3215: 0
[*] Sample 3216: 8
[*] Sample 3217: 3
[*] Sample 3218: 5
[*] Sample 3219: 0
[*] Sample 3220: 5
[*] Sample 3221: 3
[*] Sample 3222: NULL
[*] Sample 3223: 2
[*] Sample 3224: 3
[*] Sample 3225: NULL
[*] Sample 3226: 0
[*] Sample 3227: 1
[*] Sample 3228: 6
[*] Sample 3229: NULL
[*] Sample 3230: NULL
[*] Sample 3231: 1
[*] Sample 3232: 4
[*] Sample 3233: NULL
[*] Sample 3234: 4
[*] Sample 3235: NULL
[*] Sample 3236: NULL
[*] Sample 3237: 1
[*] Sample 3238: NULL
[*] Sample 3239: 0
[*] Sample 3240: 8
[*] Sample 3241: 9
[*] Sample 3242: 0
[*] Sample 3243: NULL
[*] Sample 3244: 1
[*] Sample 3245: 8
[*] Sample 3246: 8
[*] Sample 3247: NULL
[*] Sample 3248: NULL
[*] Sample 3249: NULL
[*] Sample 3250: NULL
[*] Sample 3251: 0
[*] Sample 3252: NULL
[*] Sample 3253: 1
[*] Sample 3254: NULL
[*] Sample 3255: NULL
[*] Sample 3256: NULL
[*] Sample 3257: 2
[*] Sample 3258: NULL
[*] Sample 3259: 1
[*] Sample 3260: 3
[*] Sample 3261: 3
[*] Sample 3262: NULL
[*] Sample 3263: 8
[*] Sample 3264: 1
[*] Sample 3265: NULL
[*] Sample 3266: 0
[*] Sample 3267: 2
[*] Sample 3268: NULL
[*] Sample 3269: NULL
[*] Sample 3270: NULL
[*] Sample 3271: 0
[*] Sample 3272: NULL
[*] Sample 3273: 6
[*] Sample 3274: NULL
[*] Sample 3275: NULL
[*] Sample 3276: 1
[*] Sample 3277: NULL
[*] Sample 3278: NULL
[*] Sample 3279: NULL
[*] Sample 3280: 8
[*] Sample 3281: 1
[*] Sample 3282: NULL
[*] Sample 3283: 3
[*] Sample 3284: NULL
[*] Sample 3285: NULL
[*] Sample 3286: NULL
[*] Sample 3287: NULL
[*] Sample 3288: NULL
[*] Sample 3289: 3
[*] Sample 3290: NULL
[*] Sample 3291: NULL
[*] Sample 3292: NULL
[*] Sample 3293: NULL
[*] Sample 3294: 7
[*] Sample 3295: 5
[*] Sample 3296: 7
[*] Sample 3297: 0
[*] Sample 3298: 4
[*] Sample 3299: NULL
[*] Sample 3300: NULL
[*] Sample 3301: 2
[*] Sample 3302: 6
[*] Sample 3303: 9
[*] Sample 3304: NULL
[*] Sample 3305: NULL
[*] Sample 3306: NULL
[*] Sample 3307: NULL
[*] Sample 3308: NULL
[*] Sample 3309: 7
[*] Sample 3310: 0
[*] Sample 3311: 5
[*] Sample 3312: 5
[*] Sample 3313: 8
[*] Sample 3314: 1
[*] Sample 3315: 0
[*] Sample 3316: NULL
[*] Sample 3317: 6
[*] Sample 3318: NULL
[*] Sample 3319: NULL
[*] Sample 3320: 1
[*] Sample 3321: NULL
[*] Sample 3322: 0
[*] Sample 3323: NULL
[*] Sample 3324: NULL
[*] Sample 3325: 0
[*] Sample 3326: 3
[*] Sample 3327: NULL
[*] Sample 3328: 7
[*] Sample 3329: NULL
[*] Sample 3330: NULL
[*] Sample 3331: 6
[*] Sample 3332: 4
[*] Sample 3333: NULL
[*] Sample 3334: NULL
[*] Sample 3335: NULL
[*] Sample 3336: 9
[*] Sample 3337: NULL
[*] Sample 3338: 9
[*] Sample 3339: 2
[*] Sample 3340: 3
[*] Sample 3341: NULL
[*] Sample 3342: 6
[*] Sample 3343: NULL
[*] Sample 3344: NULL
[*] Sample 3345: NULL
[*] Sample 3346: NULL
[*] Sample 3347: 0
[*] Sample 3348: 5
[*] Sample 3349: 7
[*] Sample 3350: NULL
[*] Sample 3351: 1
[*] Sample 3352: NULL
[*] Sample 3353: 1
[*] Sample 3354: 1
[*] Sample 3355: 2
[*] Sample 3356: 0
[*] Sample 3357: 4
[*] Sample 3358: 8
[*] Sample 3359: 0
[*] Sample 3360: NULL
[*] Sample 3361: 9
[*] Sample 3362: NULL
[*] Sample 3363: NULL
[*] Sample 3364: NULL
[*] Sample 3365: 6
[*] Sample 3366: 4
[*] Sample 3367: NULL
[*] Sample 3368: 0
[*] Sample 3369: NULL
[*] Sample 3370: 4
[*] Sample 3371: 0
[*] Sample 3372: 5
[*] Sample 3373: 7
[*] Sample 3374: NULL
[*] Sample 3375: NULL
[*] Sample 3376: 9
[*] Sample 3377: NULL
[*] Sample 3378: 9
[*] Sample 3379: 1
[*] Sample 3380: NULL
[*] Sample 3381: NULL
[*] Sample 3382: NULL
[*] Sample 3383: NULL
[*] Sample 3384: NULL
[*] Sample 3385: NULL
[*] Sample 3386: 1
[*] Sample 3387: 9
[*] Sample 3388: 4
[*] Sample 3389: 8
[*] Sample 3390: 3
[*] Sample 3391: 6
[*] Sample 3392: NULL
[*] Sample 3393: 0
[*] Sample 3394: NULL
[*] Sample 3395: 6
[*] Sample 3396: NULL
[*] Sample 3397: 4
[*] Sample 3398: NULL
[*] Sample 3399: 7
[*] Sample 3400: NULL
[*] Sample 3401: NULL
[*] Sample 3402: NULL
[*] Sample 3403: 6
[*] Sample 3404: NULL
[*] Sample 3405: NULL
[*] Sample 3406: 8
[*] Sample 3407: NULL
[*] Sample 3408: 5
[*] Sample 3409: NULL
[*] Sample 3410: 7
[*] Sample 3411: NULL
[*] Sample 3412: 0
[*] Sample 3413: 8
[*] Sample 3414: NULL
[*] Sample 3415: 2
[*] Sample 3416: NULL
[*] Sample 3417: NULL
[*] Sample 3418: NULL
[*] Sample 3419: NULL
[*] Sample 3420: NULL
[*] Sample 3421: NULL
[*] Sample 3422: 6
[*] Sample 3423: 7
[*] Sample 3424: 6
[*] Sample 3425: 7
[*] Sample 3426: 9
[*] Sample 3427: 6
[*] Sample 3428: NULL
[*] Sample 3429: 9
[*] Sample 3430: 1
[*] Sample 3431: 4
[*] Sample 3432: 3
[*] Sample 3433: 1
[*] Sample 3434: 1
[*] Sample 3435: NULL
[*] Sample 3436: 3
[*] Sample 3437: NULL
[*] Sample 3438: 1
[*] Sample 3439: NULL
[*] Sample 3440: NULL
[*] Sample 3441: NULL
[*] Sample 3442: NULL
[*] Sample 3443: NULL
[*] Sample 3444: NULL
[*] Sample 3445: 0
[*] Sample 3446: 0
[*] Sample 3447: 0
[*] Sample 3448: NULL
[*] Sample 3449: 3
[*] Sample 3450: 0
[*] Sample 3451: 7
[*] Sample 3452: NULL
[*] Sample 3453: 5
[*] Sample 3454: NULL
[*] Sample 3455: 1
[*] Sample 3456: NULL
[*] Sample 3457: 6
[*] Sample 3458: 0
[*] Sample 3459: NULL
[*] Sample 3460: NULL
[*] Sample 3461: 7
[*] Sample 3462: NULL
[*] Sample 3463: 4
[*] Sample 3464: NULL
[*] Sample 3465: NULL
[*] Sample 3466: 8
[*] Sample 3467: 9
[*] Sample 3468: NULL
[*] Sample 3469: NULL
[*] Sample 3470: NULL
[*] Sample 3471: NULL
[*] Sample 3472: 9
[*] Sample 3473: 8
[*] Sample 3474: 2
[*] Sample 3475: 7
[*] Sample 3476: NULL
[*] Sample 3477: 9
[*] Sample 3478: NULL
[*] Sample 3479: NULL
[*] Sample 3480: 1
[*] Sample 3481: 0
[*] Sample 3482: 2
[*] Sample 3483: NULL
[*] Sample 3484: NULL
[*] Sample 3485: NULL
[*] Sample 3486: NULL
[*] Sample 3487: NULL
[*] Sample 3488: NULL
[*] Sample 3489: 2
[*] Sample 3490: NULL
[*] Sample 3491: 9
[*] Sample 3492: 8
[*] Sample 3493: 3
[*] Sample 3494: NULL
[*] Sample 3495: NULL
[*] Sample 3496: 0
[*] Sample 3497: NULL
[*] Sample 3498: NULL
[*] Sample 3499: 8
[*] Sample 3500: 4
[*] Sample 3501: 9
[*] Sample 3502: NULL
[*] Sample 3503: NULL
[*] Sample 3504: NULL
[*] Sample 3505: 7
[*] Sample 3506: NULL
[*] Sample 3507: NULL
[*] Sample 3508: NULL
